# stan_version_major = 2
# stan_version_minor = 7
# stan_version_patch = 0
# model = gmm_diag_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta_adagrad = 0.5
#     tol_rel_obj = 0.014999999999999999
#     eval_elbo = 10
#     output_samples = 1000 (Default)
# id = 0 (Default)
# data
#   file = training.data.R
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = output_mf.csv
#   diagnostic_file = elbo_mf.csv
#   refresh = 100 (Default)
lp__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
-17781,0.37146,0.356097,0.272444,14.5303,-6.342,-0.865873,17.2148,5.08304,-15.4407,19.6107,10.0836,18.0493,12.5371,7.1771,16.563
-17834.2,0.37378,0.356325,0.269896,15.8386,-6.85436,-5.08225,18.0799,5.10356,-16.5229,20.0779,8.46341,18.1469,12.5722,7.26995,16.582
-17862,0.37484,0.358547,0.266612,17.2691,-6.2597,-6.34375,17.8212,4.99567,-17.3937,19.9882,8.98587,18.064,12.4802,7.0477,16.5584
-17851.3,0.373108,0.357772,0.269121,16.1389,-6.77821,-5.37849,17.1234,5.05155,-14.619,20.0846,8.86622,18.0498,12.3926,7.15533,17.069
-17844.6,0.376658,0.356222,0.26712,16.5026,-7.13951,-4.54408,16.9447,5.02419,-15.8663,19.6034,9.4749,18.5696,12.5395,6.87157,16.4245
-17848.6,0.375237,0.359306,0.265457,16.7512,-7.34711,-4.73797,16.7125,5.06347,-16.4927,19.9152,8.63627,18.3075,12.4805,6.78937,15.8545
-17856.5,0.374246,0.359403,0.266351,16.289,-6.57613,-5.14768,17.5212,4.9783,-15.9436,20.2118,8.98449,17.4439,12.4359,7.16684,16.7529
-17850.3,0.377053,0.354487,0.26846,19.1254,-6.81237,-2.29739,17.0216,5.2089,-14.2837,19.443,8.34435,17.4501,12.5778,7.0606,17.1196
-17795.1,0.371397,0.359199,0.269404,15.704,-6.76452,-2.55886,15.8477,4.94618,-15.4092,19.6926,9.23652,17.8674,12.4779,7.04502,16.2826
-17811.8,0.37316,0.359087,0.267753,17.4549,-7.60086,-4.55148,17.4857,4.89579,-16.1033,19.1916,8.9859,17.727,12.5412,6.86467,16.6642
-17878.4,0.377419,0.358267,0.264314,14.0125,-7.4849,-5.74082,17.5801,5.11243,-16.2061,19.9818,8.96451,18.0992,12.5201,7.34494,15.9215
-17863.6,0.375755,0.357235,0.267009,16.1001,-7.58591,-5.83252,16.4381,4.95964,-14.895,20.2019,8.96415,17.8684,12.4539,7.08169,16.5514
-17817.8,0.376321,0.353039,0.27064,16.0583,-7.70312,-5.15056,15.2104,5.03382,-16.6858,19.4155,9.08546,18.1401,12.5224,7.12719,16.7651
-17861.2,0.376152,0.35806,0.265788,18.0132,-6.70312,-3.49128,16.5079,4.9878,-13.1256,19.0263,9.58002,17.8319,12.159,6.83662,16.9865
-17858.8,0.375793,0.359347,0.26486,15.5913,-6.4907,-2.81378,16.008,4.74817,-15.8517,20.0246,8.34494,17.6699,12.5915,7.20947,16.3867
-17778,0.374554,0.356162,0.269284,17.603,-7.14573,-4.52831,16.1738,4.93546,-17.1689,18.7608,9.63855,17.7629,12.5937,7.07919,16.0222
-17829.5,0.375149,0.356124,0.268726,14.6531,-7.15298,-3.64397,18.3589,5.11856,-13.398,19.752,9.48361,17.907,12.538,6.91852,16.744
-17816,0.376158,0.356694,0.267147,15.082,-7.85011,-2.08337,17.1036,5.107,-15.155,18.4284,9.3768,17.8289,12.6027,7.22822,16.7759
-17810.6,0.374242,0.35652,0.269238,19.0202,-8.09992,-4.57322,16.9074,4.71661,-15.2434,19.6665,9.11949,17.824,12.5311,6.76691,16.2623
-17825.9,0.376704,0.355174,0.268122,16.331,-7.75404,-2.59044,17.2066,4.93246,-15.0722,19.2248,9.27139,17.9815,12.4313,7.37496,16.3879
-17862.5,0.375985,0.357016,0.266999,15.3983,-8.00185,-3.28999,17.4257,4.96704,-17.677,20.1483,8.96528,17.802,12.4776,7.09685,16.987
-17832.6,0.374479,0.357957,0.267564,15.2367,-7.27241,-3.52694,16.4587,5.19343,-17.1189,19.7982,9.11623,17.9798,12.4451,7.16458,16.3986
-17838.2,0.368851,0.359995,0.271154,15.7141,-8.56983,-4.14843,16.3704,4.82576,-16.1002,19.7975,8.04092,18.5856,12.4988,7.3543,16.9854
-17881.5,0.376973,0.356532,0.266495,15.9152,-6.83617,-4.17713,18.0228,5.00771,-16.6467,20.4233,8.58047,18.0973,12.4748,6.97039,17.043
-17849.7,0.375732,0.356331,0.267936,14.0971,-5.9193,-5.74485,15.8009,4.98982,-17.8558,18.8577,8.80358,18.0519,12.3177,7.22455,17.5677
-17853.4,0.375222,0.357046,0.267732,16.298,-5.82158,-3.43162,15.2237,5.06923,-13.683,19.9959,9.00781,17.9494,12.5094,7.03759,16.682
-17864.7,0.376025,0.356572,0.267402,15.3142,-7.50193,-6.21386,16.263,5.06877,-16.8232,19.5148,8.70828,18.2399,12.4689,7.34768,16.8509
-17820.3,0.374266,0.355711,0.270023,15.4326,-6.90141,-3.23165,16.939,4.97944,-15.193,20.12,9.06323,17.96,12.3659,7.11751,16.6824
-17877,0.373511,0.358705,0.267784,17.7913,-6.10872,-2.62903,18.1755,5.37277,-15.8314,20.2147,7.88639,18.0502,12.397,7.03751,16.9032
-17844.6,0.375151,0.356542,0.268307,15.2564,-7.16372,-4.17156,17.0264,5.1539,-14.9143,20.7247,8.54509,17.624,12.3194,6.74198,16.5908
-17834.1,0.375622,0.353644,0.270734,17.905,-6.80391,-6.66024,16.5897,4.8987,-13.6777,19.6178,8.66732,17.5338,12.4215,7.29175,16.8363
-17836.8,0.375739,0.356051,0.268209,14.8572,-6.98997,-0.253418,16.6198,4.92161,-15.1587,19.7333,9.61997,18.0952,12.5954,7.15617,16.7339
-17815.9,0.373788,0.35926,0.266951,14.7647,-7.55917,-4.61672,16.6408,5.04872,-14.4114,18.8542,8.40701,18.1788,12.4657,7.25298,15.8043
-17823.4,0.375084,0.357817,0.267099,15.9447,-5.86506,0.0100249,16.6188,5.15451,-15.9884,18.6186,8.95398,18.305,12.4619,7.19845,16.1614
-17789.6,0.371813,0.357805,0.270383,14.8194,-6.47192,-4.65053,17.2385,5.06395,-14.7949,19.4348,8.76077,17.9507,12.5475,6.98081,16.5372
-17832.7,0.374205,0.356796,0.269,16.0786,-6.74349,-5.18622,16.6552,5.12523,-16.5903,19.7642,8.50853,18.3318,12.586,6.78948,16.8474
-17848.3,0.373329,0.35789,0.268781,16.5528,-7.63336,-4.63271,18.6023,5.01924,-14.3772,19.4283,8.01686,18.0487,12.3721,7.26853,16.846
-17864.1,0.377162,0.356009,0.266829,19.7546,-7.09889,-3.13679,16.3755,5.00406,-16.7412,19.8895,9.82362,18.2753,12.466,7.21448,16.0287
-17854,0.378582,0.356274,0.265144,18.0092,-7.56555,-3.14001,16.7194,5.08896,-16.7553,18.8193,9.54936,18.2888,12.5263,6.98883,16.4723
-17821.4,0.373182,0.357806,0.269012,17.9423,-7.81998,-3.46337,15.4849,5.02742,-18.0188,19.208,8.80433,17.7692,12.2822,6.99148,16.8002
-17875.8,0.376531,0.358692,0.264778,17.8433,-7.01295,-4.60275,16.7679,5.08046,-14.6846,19.3683,8.70821,17.7106,12.3739,7.05119,16.9281
-17843.7,0.37658,0.354581,0.268839,14.7241,-7.14126,-2.97248,16.7193,4.85484,-18.2635,19.56,7.93362,18.4401,12.3667,7.19762,16.6746
-17840.9,0.378917,0.355049,0.266033,15.0585,-7.85223,-3.22923,15.4404,4.93134,-16.4102,19.4345,8.87848,17.96,12.3877,7.06593,16.2391
-17823.8,0.375797,0.353552,0.27065,14.4587,-6.04955,-3.06902,18.0426,5.2099,-17.2367,20.401,9.38603,17.973,12.5859,7.26637,16.5945
-17804.3,0.375367,0.353934,0.270699,16.0037,-7.40014,-6.02835,15.9467,5.08586,-16.5113,19.4873,8.83744,18.0539,12.4331,6.92824,16.4287
-17863.3,0.377243,0.356271,0.266487,17.0999,-6.45141,-0.873345,18.0093,4.98757,-15.5812,19.3558,8.99554,18.3207,12.3947,7.2269,16.7862
-17860.2,0.376151,0.359119,0.264731,14.0373,-7.09722,-6.06028,16.478,4.76524,-15.8435,19.3929,9.19991,18.0521,12.4715,7.1071,16.6358
-17850.9,0.377996,0.355869,0.266135,16.0801,-7.35814,-5.05618,15.8336,5.09221,-14.5648,19.1176,9.63744,17.2307,12.4784,7.37343,16.796
-17873.9,0.377609,0.354832,0.267559,14.9221,-8.30184,-4.27764,15.0261,4.99355,-13.5832,20.5397,9.26256,17.9989,12.4031,6.72752,16.704
-17812.2,0.372325,0.356985,0.27069,16.9555,-7.53954,-3.94944,16.4064,5.22451,-16.4768,19.7729,8.81599,18.1079,12.4343,6.96089,16.6664
-17879.3,0.378049,0.359005,0.262946,15.6554,-6.70887,-5.23578,18.2154,5.05871,-15.4671,19.7886,8.72634,17.7546,12.5382,6.86494,16.3913
-17852,0.379134,0.354217,0.26665,16.573,-7.12183,-1.74656,17.3016,5.02345,-15.7454,19.6364,8.74984,17.5134,12.3256,7.26157,16.6337
-17833.6,0.376528,0.355222,0.26825,17.1851,-7.08205,-2.33941,16.0313,5.12826,-15.7208,19.6041,8.83091,17.9446,12.3737,6.95111,16.6175
-17853.7,0.376035,0.358057,0.265908,15.8659,-7.269,-5.96349,16.5838,5.01004,-16.8746,19.5574,9.547,17.5396,12.4624,7.18259,16.7051
-17840.5,0.375388,0.35693,0.267682,13.8308,-6.9291,-1.04629,14.9705,5.33581,-17.7788,19.5807,9.51342,18.3901,12.609,7.11253,16.5246
-17847.7,0.374984,0.357944,0.267072,16.786,-6.58276,-1.6768,16.9671,5.10155,-17.6709,19.2114,8.39187,18.2194,12.6469,7.19622,16.7839
-17859.9,0.374529,0.357385,0.268086,16.9901,-6.62079,-4.4824,16.5096,5.29951,-15.8395,20.6674,9.49059,18.247,12.4293,6.77339,16.5664
-17860,0.376453,0.35567,0.267877,16.9638,-6.29825,-3.92858,16.047,4.96059,-13.6012,19.7878,9.08456,18.3126,12.476,6.90834,16.9704
-17855.2,0.375001,0.355685,0.269314,15.7207,-7.32251,-5.3473,15.6091,4.99412,-12.5199,19.8805,8.55869,17.8124,12.4341,7.24022,16.8957
-17877.7,0.377476,0.357284,0.265241,15.7501,-7.40875,-3.85322,18.4598,4.96734,-13.9387,19.9999,8.48046,18.1283,12.4897,7.16709,16.2537
-17825.7,0.375994,0.356001,0.268005,15.95,-7.20559,-3.72512,16.0252,5.17962,-16.1494,18.9851,8.87333,17.9613,12.4903,7.19097,16.8022
-17866.8,0.377443,0.356437,0.26612,15.3956,-7.69193,-4.07929,17.7094,5.14775,-16.95,19.6663,8.64158,18.2493,12.3873,7.23496,16.4662
-17801.8,0.374097,0.353331,0.272572,16.9662,-7.30127,-3.65083,16.913,5.03521,-14.8407,19.8824,9.31049,17.7117,12.3521,7.27889,16.7787
-17865.9,0.373737,0.359108,0.267155,13.3275,-6.987,-6.58684,16.177,5.01984,-16.0484,19.9093,8.52044,17.7188,12.5105,7.18019,17.2651
-17825.1,0.377077,0.355091,0.267833,15.0199,-6.7794,-4.90858,17.2544,5.02342,-15.4234,19.1749,8.80945,17.8555,12.6138,7.0598,16.8271
-17890.3,0.37479,0.357323,0.267887,17.3697,-8.36223,-5.52078,16.9824,5.11112,-16.5688,20.6178,9.04849,17.9191,12.5306,7.3441,16.8743
-17821.3,0.373888,0.356361,0.269751,16.4035,-5.96189,-5.2611,16.8089,5.05948,-15.614,19.6258,8.89956,17.9775,12.3449,7.00142,16.8714
-17861.4,0.37649,0.356956,0.266554,14.7035,-6.52441,-0.417959,16.2816,4.91942,-16.5396,18.9463,9.58382,18.4114,12.5116,7.14397,17.4481
-17840.9,0.375479,0.357352,0.267169,13.2887,-8.07744,-7.03362,16.6077,4.84566,-16.3786,19.5335,8.58139,17.977,12.548,6.89812,16.481
-17805.5,0.375258,0.354721,0.270021,16.9764,-8.07635,-4.21814,16.3383,4.91862,-16.1141,19.0452,8.92807,18.1762,12.3806,6.91031,16.6767
-17848.3,0.377098,0.356125,0.266776,14.0405,-6.39997,-5.15194,16.4954,5.08229,-15.7308,19.6734,8.68191,17.8928,12.4362,7.12589,16.6789
-17806.2,0.372501,0.35814,0.269358,15.5368,-6.32707,-6.70869,17.5551,5.08988,-14.138,18.763,8.67718,17.8941,12.6333,7.13405,16.6645
-17834.9,0.374813,0.357272,0.267915,16.1434,-6.84105,-3.58109,16.7744,4.88355,-14.5152,19.8235,8.66693,18.2431,12.4512,7.07791,16.3456
-17826.2,0.37253,0.356921,0.270549,14.0768,-5.75805,-6.16203,17.4993,5.10319,-15.6846,20.2169,9.16716,18.3047,12.4865,7.29896,16.4428
-17824.2,0.374422,0.356087,0.269491,15.4583,-7.1941,-6.21197,17.0734,4.95475,-15.3104,19.7926,8.59597,18.0541,12.4075,6.92727,16.5527
-17850.6,0.374837,0.357636,0.267527,16.1815,-7.55625,-2.49967,16.5982,5.08115,-15.7429,18.9856,9.1197,18.7637,12.4691,7.04178,17.1186
-17874.9,0.375045,0.359776,0.265179,17.189,-7.19347,-4.75608,18.4452,5.22732,-13.4334,19.6617,8.96429,17.6859,12.3553,7.20611,16.5151
-17847.8,0.37828,0.355249,0.266471,16.2214,-7.14182,-5.09036,17.0381,5.10348,-17.3117,19.1192,8.80517,17.8597,12.4367,6.80381,17.0607
-17858.1,0.374753,0.356535,0.268711,13.7507,-7.03503,-5.50579,15.5843,5.03438,-15.9059,20.6183,7.86454,17.6681,12.5465,7.10068,16.8815
-17891.7,0.373557,0.361227,0.265216,17.5814,-8.10977,-4.95151,16.3833,5.06247,-15.485,19.9879,8.03046,17.9853,12.2827,7.08465,16.5602
-17843.6,0.37542,0.357386,0.267194,12.6614,-7.63112,-4.65187,16.3956,5.29133,-15.4647,19.2948,8.77056,17.9352,12.3945,7.00331,16.9921
-17865.9,0.377427,0.357044,0.265529,16.2606,-7.1736,-2.81497,16.693,5.04034,-17.1017,20.0968,8.79888,17.8014,12.5443,7.10884,16.592
-17860.8,0.373718,0.358983,0.267299,13.9366,-6.5116,-5.86979,16.6328,5.08757,-14.7029,20.0683,9.81521,18.1007,12.6029,7.08514,16.9249
-17821.8,0.37467,0.356462,0.268869,16.1457,-6.28652,-3.29978,16.299,4.85791,-17.9246,20.1711,8.57088,17.8614,12.3562,6.92189,16.4234
-17842.6,0.373891,0.35961,0.2665,15.6067,-6.41677,-1.97659,16.723,5.13294,-15.1614,19.099,8.40207,18.031,12.4787,6.98358,16.977
-17897.6,0.374266,0.358097,0.267637,17.7897,-8.28029,-6.85627,18.7807,5.11707,-15.0044,19.6374,9.47846,18.1816,12.4534,7.26059,17.3365
-17796.3,0.374979,0.356959,0.268063,14.4729,-7.29126,-3.63189,15.2286,5.13982,-16.2857,18.4999,8.42378,17.6454,12.3942,6.77828,16.8796
-17833.1,0.377609,0.354623,0.267767,16.2876,-7.77258,-1.87014,16.1933,5.06773,-17.442,19.3306,9.23561,17.6644,12.3347,7.31906,16.5546
-17820.4,0.375593,0.355435,0.268972,15.7508,-8.02087,-3.33998,16.1365,4.80598,-16.2627,19.5752,8.99125,18.2831,12.2954,6.9829,16.4523
-17851.6,0.376592,0.354004,0.269404,17.8729,-8.26016,-3.36624,16.8699,5.17754,-15.9497,20.0592,8.19689,17.8599,12.6641,7.18934,16.6715
-17843.5,0.373613,0.360115,0.266271,14.6334,-8.15764,-3.68658,16.6099,4.85996,-17.1222,19.1806,8.58499,18.0788,12.39,7.59571,16.3306
-17881.2,0.378229,0.355953,0.265818,18.1522,-7.35014,-5.13777,17.1669,5.22498,-15.2161,18.9542,8.88008,18.1786,12.3657,7.52896,16.6963
-17844.4,0.379842,0.352127,0.268031,17.3329,-6.61385,-4.01643,17.051,4.96774,-14.8489,19.3651,8.8777,18.2003,12.3639,7.01298,16.6373
-17864.1,0.375603,0.357665,0.266732,16.0906,-7.41957,-4.48927,16.3018,5.02273,-16.2916,20.4354,8.6144,17.8714,12.4126,6.82671,16.7691
-17803,0.374024,0.354772,0.271204,16.716,-7.55353,-3.03894,16.6036,4.7979,-16.5327,19.1502,9.08896,18.1389,12.5064,7.16615,17.1492
-17842.4,0.375158,0.356274,0.268567,14.8175,-7.47125,-5.39159,15.302,5.20688,-14.9271,19.5037,8.80548,17.8209,12.5554,7.16911,17.0931
-17815.7,0.374177,0.357237,0.268586,16.1204,-7.07216,-3.31787,15.8243,4.99728,-14.902,19.1809,9.67353,17.9062,12.5097,7.19847,16.65
-17837.1,0.376191,0.356318,0.267491,17.1797,-6.97845,-0.61809,16.6768,5.09794,-17.3912,19.1371,8.36903,17.4417,12.3803,6.99215,16.9817
-17883.8,0.377041,0.35604,0.266919,18.6811,-7.47539,-5.28,16.6829,5.10129,-14.8944,19.5419,8.35795,17.9331,12.4082,7.24166,17.0334
-17832.9,0.37407,0.35791,0.26802,16.4106,-7.47788,-6.43945,16.0111,4.9467,-15.9994,19.6226,9.17045,17.5455,12.4053,7.02927,16.6941
-17853.5,0.377645,0.354666,0.267689,16.2547,-7.32501,-4.91741,17.1209,4.98099,-15.2988,19.5579,9.43846,18.2797,12.3407,7.05559,16.798
-17814.6,0.373742,0.358398,0.267861,14.7491,-6.55257,-1.67884,17.0424,5.07749,-15.8653,19.2057,9.50384,17.8596,12.3477,7.14223,16.6636
-17789.9,0.368502,0.361589,0.269909,15.2196,-7.17994,-6.34831,17.9586,5.13937,-16.2493,19.1211,8.91514,18.1985,12.4121,6.93453,16.269
-17841.6,0.373808,0.359279,0.266913,16.9358,-7.10069,-3.77496,19.2511,5.02288,-15.8312,20.0042,9.48121,17.8294,12.3775,7.07818,16.4372
-17860.6,0.375437,0.355646,0.268917,15.4586,-7.15863,-3.66913,16.2425,5.00908,-14.8467,20.2944,8.70419,18.6829,12.4186,6.95754,16.8771
-17833.9,0.375523,0.357176,0.267301,15.8254,-6.27467,-2.60467,17.3307,5.01926,-15.9193,19.0648,9.51891,18.1108,12.5101,7.15387,17.003
-17896.8,0.377832,0.358192,0.263976,18.992,-6.65866,-2.14346,16.1646,5.04153,-15.779,19.2134,8.77563,18.3783,12.4867,6.98332,16.9447
-17850.7,0.37232,0.359275,0.268405,14.0151,-7.96626,-3.46043,17.7791,5.19681,-17.9415,20.0463,8.30016,18.2297,12.4462,7.26458,16.5679
-17825.9,0.377169,0.355045,0.267786,15.7283,-7.28538,-3.08199,17.3316,4.98245,-16.492,20.0582,8.59339,17.8306,12.4947,7.02841,16.0809
-17848.3,0.375721,0.357031,0.267248,16.493,-6.49248,-5.3541,16.816,4.98527,-15.0539,19.3509,8.07138,17.8273,12.6298,7.232,16.7731
-17843.8,0.375861,0.358421,0.265718,17.0809,-6.88406,-4.56936,17.4568,4.97737,-17.6833,19.2498,8.89033,17.9069,12.5001,7.10331,16.5063
-17885.2,0.377531,0.356511,0.265958,16.8829,-6.30665,-3.27201,17.8179,5.18064,-15.0532,20.53,9.57757,18.2717,12.5176,6.83701,16.7703
-17863.1,0.376147,0.35386,0.269993,18.0309,-5.7842,-1.64611,16.7645,5.19122,-14.0841,20.8762,10.1326,18.1029,12.4999,6.96894,16.6235
-17835.3,0.375788,0.356343,0.267869,16.6674,-7.19471,-5.57308,16.9971,5.33057,-16.078,19.6038,9.41452,17.8551,12.4826,6.76386,16.6857
-17831.7,0.372262,0.357922,0.269816,17.5848,-6.82042,-4.54257,16.5922,5.25833,-16.0177,20.2531,7.79149,17.7814,12.4945,7.05884,16.2511
-17736.7,0.372653,0.355265,0.272082,14.8756,-7.80292,-4.34101,16.5177,4.91549,-17.0025,18.7856,9.08377,17.0733,12.4861,7.13156,16.2727
-17827.2,0.375173,0.355374,0.269453,14.5143,-6.88841,-3.70249,15.904,5.0605,-16.4274,20.339,9.38022,17.4342,12.4072,7.25946,16.7731
-17811.8,0.374111,0.357386,0.268503,12.8562,-6.78529,-3.46616,15.8944,5.07631,-15.606,19.446,9.06166,18.1021,12.593,7.14327,16.5364
-17837.5,0.373564,0.361126,0.26531,14.1205,-7.33901,-5.22769,16.4234,5.12761,-16.0904,19.042,9.57569,17.9643,12.5453,6.97756,16.6248
-17829.7,0.373826,0.360134,0.266039,14.4711,-7.6262,-4.22529,18.1579,5.05196,-15.9438,19.2819,9.33829,17.6089,12.5072,6.90322,16.7903
-17839.8,0.372547,0.357766,0.269688,14.3474,-7.8576,-4.78777,16.6153,4.69675,-15.8916,19.7555,7.80948,17.7961,12.485,7.61535,16.9159
-17850.1,0.376913,0.358079,0.265008,16.4641,-7.24994,-2.19057,16.7034,4.98304,-17.4798,19.2132,8.89991,17.8404,12.5367,7.24087,16.499
-17856.5,0.373302,0.35781,0.268888,14.7717,-5.7792,-5.79682,16.8063,5.2229,-15.3929,20.7542,9.63773,17.9242,12.4535,7.20345,16.6918
-17822.2,0.373827,0.357203,0.26897,17.032,-6.61955,-4.25549,15.7376,5.03429,-17.1971,19.6898,9.16062,17.902,12.4256,6.93877,16.7621
-17870.3,0.375267,0.358577,0.266156,14.5207,-6.61925,-2.10932,17.2339,5.1303,-16.1483,19.5581,8.60513,18.3288,12.4103,7.37512,16.9518
-17860.3,0.374213,0.355555,0.270232,17.5952,-6.68079,-3.17856,16.7897,5.10519,-13.3409,19.5779,8.98139,18.8088,12.1747,7.04742,17.2713
-17816.5,0.372483,0.359577,0.267941,17.1067,-6.78312,-1.30547,16.6683,4.86323,-15.1198,19.4822,8.08793,18.1294,12.4485,6.69752,16.2581
-17863,0.376745,0.355265,0.26799,16.8475,-8.12724,-0.96733,15.8235,5.16756,-15.4759,19.5731,8.28875,18.4896,12.4945,7.38623,16.3587
-17874.9,0.375645,0.358764,0.265591,14.8283,-6.8914,-2.8455,15.6755,5.19433,-15.6817,20.2167,8.33033,18.1871,12.3144,6.83625,16.6607
-17828.2,0.374592,0.355335,0.270072,16.6921,-7.05892,-2.34704,15.8534,5.07826,-15.4169,19.7741,9.52475,18.402,12.4593,7.34741,16.3972
-17839.3,0.375424,0.358027,0.26655,17.2684,-7.04256,-3.82203,15.3742,5.11615,-15.0641,18.6763,8.93902,17.8424,12.3573,6.79606,17.1861
-17815.2,0.373443,0.359204,0.267354,15.5566,-7.65778,-3.89496,16.5461,5.04008,-16.1934,19.1721,8.31422,17.7,12.4808,7.08489,16.4332
-17834.3,0.377422,0.355121,0.267457,14.7703,-8.35109,-2.40176,15.8245,5.01108,-15.0874,19.6034,9.01045,17.786,12.4972,6.93231,16.6386
-17873,0.376868,0.357861,0.26527,17.347,-6.25456,-3.77872,17.844,5.159,-17.5634,19.7455,9.0452,17.9244,12.4886,7.27146,16.6426
-17893,0.379442,0.357668,0.26289,14.7236,-7.66129,-5.3717,17.7725,5.12399,-16.8414,20.0669,9.11772,17.9711,12.2716,6.96685,16.0671
-17854.4,0.377333,0.355892,0.266775,16.05,-7.47846,-5.48979,16.1103,5.16978,-15.7796,19.9451,8.66729,17.632,12.2919,7.13959,16.2645
-17861.4,0.375688,0.356756,0.267555,15.4486,-6.93598,-8.09683,14.6446,5.2188,-16.2742,19.7047,9.41073,17.9885,12.7539,6.94744,16.8097
-17839.5,0.376357,0.35589,0.267753,16.3882,-6.17085,-1.14561,17.778,5.06453,-15.1346,19.5815,8.88215,17.6039,12.4338,7.24706,16.8054
-17845.5,0.376555,0.356292,0.267153,15.2087,-7.70794,-3.59284,15.6622,5.1873,-15.9293,19.3544,8.46816,17.8483,12.5778,7.0391,17.0409
-17886.4,0.374669,0.35681,0.268521,17.1087,-7.27013,-6.15844,17.2289,5.0469,-17.0114,20.5816,7.88181,17.5961,12.3843,7.10057,17.2089
-17819.6,0.376877,0.352912,0.270211,17.7459,-6.32541,-4.56212,16.7871,5.24302,-16.4798,19.3621,9.07886,17.7755,12.3533,7.27899,16.6333
-17826.4,0.372845,0.358236,0.268919,15.784,-7.00275,-5.52506,18.0051,5.19081,-15.9355,19.4418,8.72217,18.1802,12.3904,6.74723,16.9607
-17801.8,0.374049,0.35679,0.269161,15.4219,-6.3393,-5.04791,16.7982,5.01179,-14.4888,18.7197,9.48865,18.116,12.5804,7.38777,16.3968
-17839.2,0.373104,0.359295,0.267601,15.5934,-6.164,-4.11167,16.7856,5.0428,-17.2936,20.4633,8.78483,17.7181,12.3609,7.00439,16.5041
-17839.1,0.374186,0.356995,0.268819,17.5763,-7.871,-6.29047,16.0585,5.02873,-14.9104,19.0884,8.38183,17.8108,12.4486,7.13161,16.9092
-17842.6,0.375627,0.356295,0.268077,14.9649,-6.73731,-5.02365,15.9784,5.15541,-16.1326,19.2945,9.56218,18.2705,12.4755,7.39234,16.7655
-17837.4,0.375242,0.356017,0.268741,15.8689,-6.91234,-3.40074,16.5317,4.95124,-15.6927,19.9337,9.49324,18.0816,12.3584,7.46956,16.4582
-17851.9,0.373431,0.360649,0.265921,16.0243,-7.17601,-4.51322,18.2407,5.07318,-16.7986,19.7546,8.20266,18.0624,12.5268,6.74748,16.5988
-17873.7,0.374861,0.358684,0.266455,16.4575,-6.8102,-4.8642,16.7505,4.9457,-15.9375,19.9928,9.8015,18.4643,12.3198,7.33631,16.5351
-17852.5,0.373258,0.356485,0.270256,15.7609,-7.44053,-6.28292,15.8159,5.08642,-14.4184,20.0397,8.69733,18.1987,12.3548,7.03038,17.1316
-17825.6,0.374455,0.355459,0.270085,15.4658,-7.30119,-2.47298,14.3011,5.01855,-16.762,19.5648,8.57973,18.5113,12.5477,7.23632,16.6068
-17873.4,0.374861,0.355841,0.269297,17.4005,-7.46321,-5.64123,16.4343,4.95029,-16.2941,19.8722,8.54911,18.4569,12.3862,7.08821,17.4685
-17880.3,0.376536,0.360293,0.263171,17.3469,-7.39428,-4.02243,16.7137,5.12993,-15.5129,19.1027,8.76611,17.914,12.3567,7.08361,16.6668
-17824.4,0.372644,0.357961,0.269395,15.1565,-6.00936,-5.85109,17.5964,5.13315,-14.6398,19.7999,9.09922,18.024,12.5891,6.96387,16.824
-17857.4,0.374877,0.355761,0.269362,17.09,-8.42544,-4.31654,16.2939,5.09558,-15.7501,19.3963,9.36274,17.8966,12.4712,7.39877,17.5114
-17859.5,0.375099,0.356094,0.268807,16.5437,-7.02853,-4.02621,16.5719,4.95866,-16.4782,20.4302,9.7791,18.4222,12.4316,7.2051,16.7243
-17803.9,0.372375,0.356754,0.270871,15.0909,-6.26205,-5.42949,16.7754,5.31564,-14.866,19.6448,8.8688,18.3145,12.4717,6.6746,16.6842
-17860.2,0.370453,0.362258,0.267289,16.2122,-6.71147,-3.08919,18.3142,5.00337,-15.6479,20.8974,9.3403,18.1914,12.3827,6.91313,16.7015
-17862.1,0.376296,0.356098,0.267606,16.4742,-7.4724,-3.29919,17.3562,5.0758,-16.0407,19.8872,8.04868,17.923,12.5593,7.42034,16.6589
-17806.5,0.374587,0.354388,0.271026,17.9269,-7.65468,-4.1663,15.805,5.14193,-15.3516,19.7674,8.9345,17.9579,12.3633,6.87317,16.328
-17909.7,0.374306,0.360363,0.265331,18.3154,-7.42969,-5.70992,16.4358,5.10289,-17.3423,19.8781,9.11833,18.4968,12.4684,7.39448,16.9364
-17889.2,0.378234,0.355106,0.26666,16.9519,-6.24333,-2.11667,15.7427,4.82873,-16.1415,19.3358,8.66965,18.849,12.497,7.23957,17.3174
-17814.4,0.374398,0.355638,0.269964,16.5653,-6.4786,-3.69943,17.7849,5.0568,-16.0641,19.1962,9.16646,18.1,12.5458,7.27528,16.9727
