# stan_version_major = 2
# stan_version_minor = 7
# stan_version_patch = 0
# model = gmm_diag_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = training.data.R
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = output_nuts.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
-50109.3,0.897991,0.565728,3,7,0,0.335986,0.332686,0.331328,-8.14593,-3.01263,15.4677,4.54397,-18.0004,16.3374,9.20703,14.4466,12.5706,4.92199,12.3868,14.0717
-50112.1,0.645514,0.565728,3,7,0,0.334786,0.337966,0.327248,-6.82667,-3.50084,15.1713,4.17978,-17.2419,19.9316,9.24318,14.2712,12.6493,4.48191,12.4201,12.3097
-50109.8,0.990299,0.565728,3,7,0,0.336877,0.333477,0.329646,-8.26641,-3.80253,14.7589,4.593,-17.3152,17.4165,9.56768,14.8025,13.1838,5.06385,11.9199,13.7699
-50111.9,0.909314,0.565728,3,7,0,0.333536,0.336866,0.329598,-7.07427,-3.14103,16.0887,4.72083,-15.0369,18.8427,9.10912,14.3393,11.9895,4.18168,12.4433,13.7156
-50110.5,0.649567,0.565728,2,3,0,0.331234,0.340024,0.328742,-7.9123,-3.24876,17.1001,4.54719,-15.2836,17.4359,9.33164,14.5558,12.3739,4.2844,12.8935,13.8099
-50111.3,0.920007,0.565728,3,7,0,0.334919,0.339264,0.325817,-8.20625,-2.56543,14.3358,4.67022,-15.7559,19.7467,9.48282,14.395,12.778,4.43787,12.3648,12.7286
-50107.6,0.992242,0.565728,3,7,0,0.334072,0.336728,0.329199,-7.11614,-3.33881,16.8399,4.23045,-17.3032,17.5341,9.31515,14.6708,13.1319,4.6991,12.0455,13.811
-50108.8,0.881169,0.565728,3,7,0,0.338565,0.334612,0.326824,-7.55292,-3.02064,14.232,4.25437,-16.1352,19.211,9.6669,14.5464,13.0414,4.57417,11.8166,12.5644
-50108.2,1,0.565728,3,7,0,0.333592,0.337074,0.329334,-7.42818,-3.07135,17.3411,4.68695,-17.1181,17.0944,9.51454,14.5411,12.316,4.90852,12.3637,13.9095
-50108.2,0.785331,0.565728,3,7,0,0.333592,0.337074,0.329334,-7.42818,-3.07135,17.3411,4.68695,-17.1181,17.0944,9.51454,14.5411,12.316,4.90852,12.3637,13.9095
-50107.2,1,0.565728,3,7,0,0.337521,0.335896,0.326584,-7.59228,-3.16465,15.5242,4.12977,-16.3748,18.4533,9.3239,14.6598,12.8961,4.2428,12.3372,12.6865
-50106.6,0.735976,0.565728,3,7,0,0.335618,0.335457,0.328924,-7.78226,-2.70351,15.6086,4.41486,-15.7445,18.7537,9.11517,14.6863,13.1271,4.45305,12.0509,12.663
-50106,0.947192,0.565728,2,3,0,0.332639,0.339101,0.32826,-7.97887,-2.60354,14.8713,4.306,-16.28,18.6227,9.31292,14.8182,13.0637,4.64599,12.4578,13.2663
-50107.3,0.798673,0.565728,3,7,0,0.33753,0.33295,0.32952,-7.00533,-3.17015,15.1557,4.39909,-17.0037,19.1958,9.76653,14.5107,13.5513,4.37848,11.7112,13.0344
-50105.9,0.749033,0.565728,3,7,0,0.334478,0.337748,0.327774,-7.46181,-2.58847,16.3735,4.14694,-16.664,18.8814,9.69984,14.7572,12.3625,4.88449,12.0699,12.7853
-50107.1,0.770286,0.565728,2,3,0,0.335387,0.340292,0.324321,-7.41466,-2.85582,15.1339,4.42925,-17.1149,18.5819,9.72946,14.4623,12.7118,4.90283,12.2514,13.6316
-50109.5,0.824254,0.565728,3,7,0,0.335757,0.335736,0.328507,-7.29224,-3.19467,17.3293,4.6389,-16.0193,18.9401,9.97112,14.393,12.5711,4.49157,11.6182,13.1517
-50116,0.786251,0.565728,3,7,0,0.333492,0.337632,0.328875,-8.20026,-3.43086,13.3863,4.22863,-16.9218,15.6469,8.92528,14.7593,13.8671,4.55696,12.746,13.3001
-50111.4,1,0.565728,3,7,0,0.335718,0.332585,0.331696,-7.56691,-3.2816,15.5546,4.57491,-17.0345,18.7773,9.92609,14.1433,12.7557,4.37947,11.4116,14.0423
-50109.1,0.710218,0.565728,2,3,0,0.336255,0.333311,0.330434,-7.3122,-3.74902,15.6538,4.42851,-17.0319,16.5043,9.95227,14.0793,12.9329,4.47656,11.6011,13.6278
-50109.2,0.94751,0.565728,3,7,0,0.332821,0.33864,0.328539,-7.69227,-1.86085,16.5686,4.34655,-15.5628,18.0304,9.06878,14.7522,12.5597,4.52225,12.3158,12.9808
-50113,0.823543,0.565728,3,7,0,0.333863,0.334159,0.331978,-7.09939,-3.50029,16.5771,4.98407,-16.9419,17.0264,9.81573,14.848,13.0692,4.68603,11.4471,13.5098
-50116.3,0.817314,0.565728,3,7,0,0.336271,0.339214,0.324515,-7.88501,-3.11484,14.8639,3.76222,-15.4468,20.3482,9.22308,14.4834,12.7206,4.41853,12.9434,13.3955
-50111.1,0.966799,0.565728,3,7,0,0.341104,0.33651,0.322386,-7.39619,-3.36958,15.8346,4.28324,-15.7063,18.8219,8.9328,14.5585,13.4589,4.4759,12.1554,13.6161
-50108.6,0.977216,0.565728,3,7,0,0.335059,0.334429,0.330511,-8.01519,-2.94759,16.813,4.43161,-16.2372,19.2105,9.53966,15.04,12.5253,4.94955,11.8315,13.6955
-50108.9,0.764565,0.565728,3,7,0,0.33661,0.337766,0.325624,-7.69937,-2.82506,15.7232,4.78626,-16.5017,17.7064,9.04412,14.2309,12.2848,4.39774,12.5192,12.9765
-50109.9,0.679019,0.565728,3,7,0,0.334834,0.339988,0.325179,-7.69631,-3.45666,15.1289,4.74442,-16.8157,17.861,9.3991,14.5636,12.1763,4.39659,11.8314,12.8122
-50110.2,0.99721,0.565728,3,7,0,0.335234,0.336073,0.328693,-7.52761,-2.80334,17.4403,4.14485,-16.0894,19.0586,9.50347,14.5843,12.6759,5.02443,12.7574,13.962
-50108.6,0.967798,0.565728,3,7,0,0.336542,0.336059,0.327399,-7.60061,-2.66013,17.7225,4.23339,-15.9781,19.9156,9.73287,14.5258,12.1943,4.89893,12.4867,13.6218
-50108.6,0.893121,0.565728,3,7,0,0.336542,0.336059,0.327399,-7.60061,-2.66013,17.7225,4.23339,-15.9781,19.9156,9.73287,14.5258,12.1943,4.89893,12.4867,13.6218
-50107.6,0.941227,0.565728,3,7,0,0.337323,0.334535,0.328142,-6.6969,-3.2933,16.1266,3.99538,-16.7095,19.5022,9.76082,14.3975,12.7219,4.90509,12.1159,12.5664
-50110.1,0.805594,0.565728,3,7,0,0.336926,0.336391,0.326683,-7.0332,-3.25873,16.2651,4.06939,-17.3534,19.8076,10.201,14.2562,12.3103,4.98793,12.0695,12.3758
-50113.1,0.703332,0.565728,2,3,0,0.335941,0.33666,0.327399,-7.1243,-3.43421,16.4323,4.03437,-17.5788,21.2207,10.2294,14.0963,12.3976,4.91531,11.7295,12.4357
-50109.4,1,0.565728,3,7,0,0.339018,0.332699,0.328283,-7.22235,-2.12753,15.2822,4.4303,-16.7701,17.0157,9.71025,14.7872,13.4547,4.6817,12.0914,13.6993
-50111.3,0.765628,0.565728,3,7,0,0.333715,0.33781,0.328475,-7.17813,-3.92881,15.231,3.859,-17.4287,18.917,10.0947,14.1597,13.3071,4.53858,11.4737,13.08
-50110.3,0.889124,0.565728,3,7,0,0.338742,0.330669,0.330588,-8.25468,-2.35365,15.1257,4.65828,-16.2514,17.0067,9.15229,14.3554,12.8067,4.61746,12.7445,13.5922
-50113.1,0.773446,0.565728,3,7,0,0.335524,0.337638,0.326838,-6.60863,-3.31937,16.1279,4.95925,-16.315,18.7237,10.4603,14.3007,13.0917,4.69517,12.2222,13.3167
-50112.1,0.997802,0.565728,3,7,0,0.338739,0.335059,0.326202,-7.63714,-3.33706,16.5993,3.74286,-16.3631,19.3029,8.96017,14.5888,12.3534,4.62014,12.4183,12.8525
-50110.7,0.917569,0.565728,3,7,0,0.330852,0.336737,0.332411,-7.15843,-4.3215,14.8476,4.54863,-17.2958,17.3346,9.94075,14.5629,12.3576,4.6217,11.8713,13.2042
-50109.3,0.816157,0.565728,2,3,0,0.330675,0.336736,0.332589,-6.96691,-3.90156,16.1917,4.64512,-16.2481,17.8842,9.63776,14.6277,13.2207,4.44095,12.1581,14.0876
-50108.2,0.882239,0.565728,3,7,0,0.340093,0.334965,0.324942,-7.7223,-2.96585,15.9778,4.14941,-16.3335,18.2175,9.00748,14.4132,12.1111,4.78334,12.2842,13.2259
-50112.3,0.802554,0.565728,3,7,0,0.33958,0.338601,0.321819,-7.59586,-3.96047,16.6543,4.65022,-17.4472,17.5764,9.07884,14.4942,11.8563,4.80635,11.7109,13.0684
-50106,0.99468,0.565728,3,7,0,0.338257,0.336221,0.325522,-7.95091,-3.65717,15.9149,4.31015,-16.7775,18.7278,9.62131,14.3388,12.2031,4.75093,12.2089,13.0499
-50110.3,0.61184,0.565728,2,3,0,0.331014,0.338953,0.330033,-6.87325,-3.23396,16.636,4.40833,-17.4081,17.7506,10.0555,14.7785,12.5116,4.86081,12.3763,13.7007
-50109.6,0.951622,0.565728,3,7,0,0.33768,0.335343,0.326976,-8.1495,-3.24955,15.0236,4.34328,-16.5686,19.3492,9.06943,14.3164,12.8781,4.51514,11.5901,12.9701
-50106.3,0.776456,0.565728,3,7,0,0.333688,0.337499,0.328812,-6.87642,-4.09056,16.4391,4.58458,-16.1603,18.0602,9.48093,14.5765,12.4567,4.86622,12.1638,13.2489
-50105.1,0.981972,0.565728,3,7,0,0.337413,0.333686,0.328902,-6.88785,-2.84383,16.396,4.28887,-16.8874,19.4259,9.59058,14.5161,12.5414,4.67544,12.1453,12.7936
-50105.9,0.885898,0.565728,3,7,0,0.331881,0.338348,0.329772,-8.03811,-3.08502,15.608,4.55537,-16.1695,18.3116,9.36177,14.9811,13.0481,4.72929,12.1738,13.5089
-50108,0.705704,0.565728,3,7,0,0.338803,0.335003,0.326194,-7.21616,-4.0065,15.7466,4.33974,-16.6173,19.3032,9.22698,14.1748,12.4082,4.55381,12.0936,13.7435
-50111,0.82017,0.565728,2,3,0,0.336599,0.33843,0.324971,-7.61703,-3.09104,17.1587,4.63043,-16.5732,17.3506,9.20737,14.4774,12.6083,4.20059,12.0685,13.8158
-50108.7,0.996111,0.565728,3,7,0,0.333408,0.33347,0.333122,-7.85495,-3.54995,15.0116,4.36716,-16.8904,19.0808,9.42536,14.6854,12.3844,4.73642,12.2484,12.7622
-50107.1,0.951926,0.565728,3,7,0,0.334883,0.335476,0.329641,-7.78097,-3.7827,15.2439,4.39917,-15.301,18.8115,9.48041,14.8973,12.6583,4.51554,12.2414,13.1067
-50111.7,0.771824,0.565728,3,7,0,0.336719,0.338685,0.324596,-7.26282,-3.69821,16.1123,4.52677,-17.825,16.4627,9.24461,13.9644,13.0711,4.68119,12.2582,14.1301
-50112.7,0.948182,0.565728,3,7,0,0.338654,0.338268,0.323078,-7.08776,-2.90752,15.7616,4.44001,-17.1722,18.8744,10.2413,14.3293,12.7406,5.17437,12.4993,13.8658
-50114.6,0.941135,0.565728,3,7,0,0.331855,0.333557,0.334588,-8.46342,-3.66153,15.2804,4.55952,-15.6979,17.1887,8.62077,15.2604,13.0308,4.10455,12.2419,13.7668
-50114.6,0.997388,0.565728,3,7,0,0.338839,0.337986,0.323175,-7.28961,-3.66379,16.4927,4.17227,-17.5456,19.3242,10.4161,13.917,12.3052,5.31203,11.8907,13.3486
-50107.1,1,0.565728,3,7,0,0.335711,0.333339,0.33095,-8.18353,-2.82917,16.8359,4.63072,-17.295,18.2804,9.31328,14.6575,12.3246,4.75076,11.6444,13.2305
-50106.2,0.915774,0.565728,3,7,0,0.337028,0.338239,0.324733,-7.9349,-3.26805,16.361,4.45419,-16.5238,18.949,9.37016,14.4768,12.1338,5.00136,12.0976,13.1996
-50112.8,0.553487,0.565728,2,3,0,0.333362,0.340937,0.325701,-8.20945,-3.16647,17.4828,4.38539,-16.0525,17.5704,9.70266,14.7691,12.2965,4.78731,11.8489,14.1102
-50112.8,0.984688,0.565728,3,7,0,0.339924,0.331695,0.328381,-8.24126,-3.15389,16.359,4.5297,-16.0814,19.0672,9.4693,14.2928,11.8855,4.73784,13.2028,13.3137
-50111.2,0.972283,0.565728,3,7,0,0.335272,0.336225,0.328503,-7.33027,-4.01286,15.6205,4.56962,-16.9171,16.0514,8.681,14.6906,13.2065,4.51897,11.5715,13.8434
-50110.3,0.706511,0.565728,2,3,0,0.336725,0.337728,0.325547,-7.86728,-2.71095,16.376,4.95977,-16.5333,18.9494,9.37408,15.1263,12.8497,4.58618,11.9276,14.0129
-50107.8,0.999465,0.565728,3,7,0,0.332695,0.336552,0.330753,-7.15853,-3.40155,16.7534,4.30955,-17.1988,17.6229,9.26768,14.4881,12.1255,4.87366,12.4493,13.369
-50108.3,0.840987,0.565728,2,3,0,0.335102,0.336237,0.328661,-7.75548,-2.99274,16.096,4.60436,-15.7147,18.4008,9.50347,14.8232,12.8321,4.75601,11.7224,14.0146
-50108.4,0.929553,0.565728,3,7,0,0.333959,0.337147,0.328894,-7.89352,-4.34752,16.6111,4.07139,-16.4942,18.7239,9.41167,14.5902,12.7863,4.46096,12.1783,13.1398
-50113.2,0.971325,0.565728,3,7,0,0.334427,0.336372,0.329201,-6.8658,-2.22304,13.2771,4.60678,-17.6053,17.3983,9.64151,14.8053,13.6172,4.59744,11.7113,13.6159
-50111.1,0.981977,0.565728,3,7,0,0.332267,0.333982,0.333751,-7.73463,-4.78515,14.8319,4.12764,-16.5096,17.8544,9.7457,14.2727,13.3176,4.44345,12.2347,13.3205
-50106.3,0.702207,0.565728,2,3,0,0.335962,0.335296,0.328742,-7.37677,-3.80665,14.4351,4.41902,-15.9766,17.1159,9.45071,14.8446,13.0982,4.57733,12.3363,13.5058
-50106.6,0.965469,0.565728,3,7,0,0.334182,0.334885,0.330932,-7.3429,-3.62935,16.0577,4.25227,-16.2497,17.907,9.27455,14.3244,12.8431,4.79592,12.8617,13.447
-50110.1,0.771339,0.565728,3,7,0,0.333568,0.337346,0.329086,-7.24937,-3.21973,15.5487,4.66724,-17.2437,18.1233,8.91503,14.883,12.8098,4.89955,11.5847,12.9214
-50107.9,0.970422,0.565728,2,3,0,0.336596,0.336146,0.327258,-7.32472,-3.8649,16.0403,4.95033,-16.3528,17.6075,9.30248,14.8692,12.4672,4.82605,11.734,13.4247
-50109,0.574713,0.565728,2,3,0,0.335236,0.338,0.326764,-7.88936,-4.09625,16.7904,4.98529,-17.0502,17.7957,9.28392,14.9575,12.7997,4.71712,12.1488,13.3855
-50108.4,0.68976,0.565728,3,7,0,0.333927,0.337392,0.32868,-7.67167,-2.57527,16.0788,4.69405,-15.4656,19.5851,9.21507,14.0836,12.1936,4.67411,12.2729,13.4958
-50107.6,0.865161,0.565728,3,7,0,0.337062,0.336859,0.326079,-7.52471,-3.7855,15.2072,4.34102,-17.1725,18.8166,9.75108,15.2847,13.042,4.64629,12.2406,13.1333
-50107.4,0.985731,0.565728,3,7,0,0.338553,0.336082,0.325365,-7.52379,-2.82583,15.6999,4.17003,-17.4103,18.9951,9.9634,14.5218,13.1371,5.02446,11.7044,12.8278
-50110.9,0.696754,0.565728,3,7,0,0.342339,0.329533,0.328128,-7.72469,-2.81678,15.8499,4.34112,-16.9275,17.999,10.1187,14.3095,12.7469,4.46826,11.8808,13.8739
-50107.2,0.985863,0.565728,3,7,0,0.334417,0.335328,0.330255,-7.55245,-2.46599,15.4451,4.19756,-17.3137,17.9662,9.57377,14.2459,12.535,4.40566,12.1055,13.6151
-50110.2,0.839567,0.565728,3,7,0,0.333645,0.33711,0.329245,-7.6113,-2.74179,15.8324,4.39561,-16.2156,19.0427,9.68417,14.0316,13.9517,4.56837,11.7931,13.0435
-50111.3,0.724575,0.565728,3,7,0,0.336316,0.333923,0.329761,-7.62441,-2.85615,16.9068,4.32169,-16.3385,17.2486,8.74549,14.6168,11.8892,4.56056,12.11,14.1312
-50109.5,1,0.565728,3,7,0,0.334015,0.338428,0.327558,-8.20877,-3.94479,15.4248,4.7248,-16.5948,18.5075,9.89996,14.5395,13.3502,4.75728,12.0235,13.506
-50109.1,0.832773,0.565728,2,3,0,0.337152,0.335958,0.326891,-8.16855,-3.09072,13.8156,4.27823,-16.1021,16.7239,9.00111,14.5094,13.1939,4.56653,12.3195,13.463
-50107.8,0.97987,0.565728,3,7,0,0.33846,0.335205,0.326334,-6.74096,-3.41754,16.8059,4.36712,-16.6915,19.2297,9.54631,14.4758,11.9263,4.95229,12.1383,12.8165
-50106.8,0.973481,0.565728,3,7,0,0.335487,0.336103,0.32841,-6.98968,-3.57096,16.084,4.36733,-15.4358,19.8421,9.62731,14.7347,12.7009,4.28653,12.6288,12.8998
-50107.8,0.934196,0.565728,3,7,0,0.333259,0.335448,0.331292,-8.59953,-2.7297,15.5256,4.60995,-17.0704,17.6603,9.66031,14.2837,12.6024,4.9354,11.6235,13.6795
-50107,0.991201,0.565728,3,7,0,0.335184,0.337441,0.327375,-7.86047,-3.71919,14.9035,4.61481,-17.2438,16.0651,9.18004,14.7576,12.7007,4.3755,12.1392,14.0517
-50110.6,0.726504,0.565728,3,7,0,0.332046,0.339814,0.32814,-8.13935,-3.72239,15.0455,4.16728,-16.1115,16.4474,9.12582,15.0987,12.936,4.79184,12.0654,13.9741
-50104.7,0.765529,0.565728,2,3,0,0.335574,0.3353,0.329126,-6.97625,-2.74019,15.5381,4.3778,-16.157,19.4416,9.41652,14.6762,12.6269,4.63093,12.2217,13.2341
-50106.2,0.629069,0.565728,3,7,0,0.335528,0.335672,0.328799,-7.32689,-3.17677,15.6442,4.3408,-16.4739,19.9827,9.49211,14.3387,13.0114,4.42879,12.5546,13.2697
-50109.7,0.84424,0.565728,3,7,0,0.333132,0.338094,0.328775,-7.61845,-2.72207,16.2242,4.38092,-16.4475,20.4613,9.64509,14.1406,13.0716,4.32451,12.6048,13.0604
-50108.9,0.82248,0.565728,2,3,0,0.335229,0.339241,0.325529,-7.91436,-3.00789,15.2805,4.10554,-16.2075,17.8226,9.32205,15.1701,12.6322,4.57302,12.7276,12.9309
-50113.8,0.864,0.565728,3,7,0,0.338532,0.333249,0.328219,-6.50614,-3.07906,17.5302,4.74186,-16.5731,20.4074,9.81084,13.9163,12.3261,4.66721,11.6156,12.5081
-50109.8,0.92613,0.565728,3,7,0,0.336842,0.336769,0.326389,-8.21761,-2.59921,14.5077,4.27226,-16.917,18.18,9.5697,15.0031,13.6516,4.7246,12.3766,13.6284
-50106.5,0.907642,0.565728,3,7,0,0.337205,0.336893,0.325901,-7.22418,-2.80597,16.8713,4.62381,-15.9906,19.1463,9.33616,14.1667,12.3471,4.74599,12.0446,12.8149
-50106.5,0.536083,0.565728,3,7,0,0.337205,0.336893,0.325901,-7.22418,-2.80597,16.8713,4.62381,-15.9906,19.1463,9.33616,14.1667,12.3471,4.74599,12.0446,12.8149
-50105.8,0.86313,0.565728,3,7,0,0.334474,0.338419,0.327107,-7.81825,-2.87161,16.8148,4.38878,-15.6621,19.1061,9.57625,14.9125,12.4187,4.6923,12.4384,13.434
-50107.4,0.872847,0.565728,3,7,0,0.336832,0.335031,0.328137,-8.06412,-2.88092,16.9089,4.41259,-15.7867,19.3063,9.3889,15.0654,12.3792,4.66507,12.4085,13.6546
-50113.5,0.86824,0.565728,3,7,0,0.332213,0.334026,0.33376,-5.99421,-3.76759,16.3566,4.44024,-15.4867,19.8012,9.38148,14.7945,13.1574,4.39595,12.6192,12.5036
-50108.5,0.922184,0.565728,3,7,0,0.334479,0.339038,0.326483,-8.30649,-2.70183,15.6563,4.67303,-16.829,19.4451,9.51564,14.3087,12.9399,4.46897,11.7904,12.857
-50110.4,0.78537,0.565728,3,7,0,0.335309,0.337434,0.327257,-7.50088,-4.37116,16.0448,4.12069,-16.6262,18.4014,8.85579,14.9455,12.7753,4.99269,12.5441,13.4916
-50108.8,0.913559,0.565728,3,7,0,0.336448,0.335144,0.328409,-7.52033,-2.28604,16.1855,4.90575,-17.0728,17.0998,9.44124,14.3337,12.5436,4.79245,11.5716,13.5693
-50111.4,0.864032,0.565728,3,7,0,0.333306,0.338502,0.328192,-7.17366,-3.8361,15.8432,4.13227,-14.703,18.929,9.41602,14.9842,12.6545,4.45037,13.2426,12.6982
-50113.3,0.889147,0.565728,3,7,0,0.339051,0.334567,0.326381,-7.34847,-2.77204,15.5371,4.74611,-17.374,18.2493,9.36748,14.2668,12.8193,5.17414,11.1877,13.0678
-50111.7,0.862924,0.565728,3,7,0,0.336002,0.339659,0.324339,-8.002,-3.04456,16.0955,4.51728,-16.2145,19.9479,8.90132,15.3803,12.7161,4.79276,12.644,13.4405
-50114.1,0.9792,0.565728,3,7,0,0.33449,0.339568,0.325941,-7.49591,-2.68144,15.4985,4.67715,-16.4032,17.7061,9.12229,15.8654,12.0548,4.75363,12.4088,13.5561
-50107.2,1,0.565728,3,7,0,0.335811,0.339078,0.32511,-7.57651,-3.4006,16.2479,4.5583,-16.6394,17.6261,9.62324,15.0511,12.818,4.85758,12.5692,13.6711
-50111.3,0.869897,0.565728,3,7,0,0.331661,0.336052,0.332287,-7.7028,-3.01084,13.9808,4.23698,-16.1228,18.4123,8.69672,14.7651,13.3367,4.1541,12.0757,13.1637
-50107.1,0.790186,0.565728,3,7,0,0.333979,0.337628,0.328393,-7.35748,-3.43527,14.4861,4.40768,-17.0012,17.5399,9.61847,14.8841,13.1114,4.2518,11.7696,13.6874
-50110.9,0.721681,0.565728,3,7,0,0.335948,0.33336,0.330693,-7.2294,-3.51283,15.872,4.77045,-16.3795,17.2872,9.35826,14.5104,12.7042,5.16128,12.6248,14.2806
-50109.5,0.994235,0.565728,3,7,0,0.336563,0.338196,0.325241,-8.01253,-3.5884,16.7281,4.31171,-17.1634,18.5742,9.65839,14.3987,12.0542,4.47622,11.7052,13.0166
-50109.5,0.686663,0.565728,3,7,0,0.336563,0.338196,0.325241,-8.01253,-3.5884,16.7281,4.31171,-17.1634,18.5742,9.65839,14.3987,12.0542,4.47622,11.7052,13.0166
-50112.2,0.9585,0.565728,3,7,0,0.334098,0.342689,0.323214,-7.38984,-3.49276,16.1243,4.55181,-17.0999,19.429,9.88543,14.738,12.4261,5.05683,11.6205,12.5835
-50108.5,0.991478,0.565728,2,3,0,0.335242,0.338737,0.326021,-6.92933,-2.5003,16.2829,4.58038,-16.4869,19.1461,10.3261,14.896,12.8485,4.74384,12.1079,12.952
-50109.5,0.912025,0.565728,3,7,0,0.336175,0.337612,0.326213,-7.14525,-2.50938,16.8171,4.50691,-16.3308,19.3417,10.2815,14.6325,13.3203,4.72111,12.4386,12.565
-50108.6,0.748216,0.565728,3,7,0,0.339327,0.335334,0.325339,-6.6413,-3.54848,15.4903,4.00914,-17.0313,19.4154,9.36632,14.7602,12.5999,4.74126,11.903,13.2481
-50107,0.974234,0.565728,3,7,0,0.333803,0.333342,0.332855,-8.12843,-3.74793,16.4962,4.71522,-17.2823,17.5357,9.49086,14.6978,12.7208,4.70937,12.0218,13.4352
-50110.8,0.689238,0.565728,3,7,0,0.336357,0.337977,0.325666,-7.45251,-3.29644,15.2239,4.45927,-15.8514,15.6652,9.1466,14.4239,12.1436,4.624,12.226,13.7539
-50112.9,0.934487,0.565728,2,3,0,0.339657,0.331684,0.328659,-7.8855,-3.92914,15.852,4.46972,-16.7687,18.7775,8.88431,14.5352,12.711,4.25461,12.6112,14.2736
-50113,0.996828,0.565728,3,7,0,0.329225,0.342465,0.32831,-7.38508,-3.46734,15.3293,4.44856,-15.7144,17.5269,9.71783,14.1049,12.6455,4.82465,12.3601,12.7471
-50110.1,0.96459,0.565728,3,7,0,0.333815,0.339699,0.326486,-7.43447,-2.5583,15.7492,4.75186,-16.785,17.283,9.96076,14.1937,12.9595,4.91798,11.6915,13.9125
-50109.9,0.84783,0.565728,3,7,0,0.336051,0.332538,0.331411,-8.08228,-3.15709,15.3144,3.87386,-17.7376,18.319,9.39712,14.8633,12.7875,4.69844,12.0835,12.8506
-50107.7,0.915585,0.565728,3,7,0,0.339018,0.335917,0.325065,-7.85062,-2.8883,15.8665,4.45664,-16.2972,17.5705,9.38313,14.9804,12.4648,4.83801,12.0226,12.8669
-50114.5,0.712294,0.565728,3,7,0,0.338451,0.338681,0.322868,-7.26361,-1.63254,17.5191,4.07015,-17.0172,20.0733,9.73272,15.1326,12.4283,4.51173,12.1407,12.3023
-50113.8,0.964346,0.565728,3,7,0,0.332705,0.334241,0.333054,-6.93446,-4.34262,14.3781,4.49512,-15.6135,17.6415,9.4492,14.0226,13.5413,4.6946,12.1755,13.9089
-50107,0.9968,0.565728,2,3,0,0.335049,0.336739,0.328212,-7.58171,-2.64751,15.6774,4.6572,-17.6506,17.3057,9.6669,14.5929,13.2066,4.51931,11.7092,13.5821
-50109.5,0.860306,0.565728,3,7,0,0.335707,0.335845,0.328448,-8.10153,-2.97594,14.2354,4.46824,-16.4932,18.0024,9.21311,15.3468,12.6227,4.71588,11.9142,13.1681
-50106.9,0.985281,0.565728,3,7,0,0.333861,0.336357,0.329782,-7.7989,-4.12272,15.4216,4.38216,-16.7428,18.2147,9.37599,14.6889,13.1217,4.85803,11.8865,13.0291
-50107.1,0.809338,0.565728,3,7,0,0.337395,0.335261,0.327344,-7.5797,-3.18515,17.7517,4.72448,-16.6053,19.1889,9.28327,14.3078,12.4685,4.79175,12.5301,13.3224
-50105.8,0.99704,0.565728,3,7,0,0.333311,0.338183,0.328506,-7.27715,-3.49326,14.9169,4.32972,-16.1242,17.9622,9.45795,15.0079,12.5038,4.462,12.2674,13.5675
-50110.1,0.697132,0.565728,3,7,0,0.333485,0.33789,0.328625,-8.30682,-3.31919,17.1709,4.87221,-15.8953,17.8714,8.69394,14.1688,12.3959,4.50948,12.4147,13.2123
-50111.5,0.938106,0.565728,2,3,0,0.33319,0.336594,0.330216,-8.0299,-2.94138,16.4596,5.13184,-15.2994,18.6457,8.73218,14.5183,12.5172,4.62724,12.7478,12.963
-50109.5,0.809144,0.565728,3,7,0,0.337547,0.337185,0.325268,-6.88084,-4.61665,15.1372,4.2835,-17.0214,18.4498,10.0726,14.7363,13.214,4.71733,11.8311,13.3851
-50111.6,0.861138,0.565728,3,7,0,0.331894,0.336656,0.33145,-8.1198,-2.67405,16.5086,4.52586,-15.2034,17.7688,8.59111,14.5051,12.2316,4.33141,12.8884,13.8792
-50109.5,0.984511,0.565728,3,7,0,0.334109,0.33771,0.328181,-7.42213,-4.92441,15.0611,4.65729,-17.1556,16.8276,9.71564,14.7126,12.7371,4.85648,12.0798,13.9119
-50108,0.990897,0.565728,3,7,0,0.340945,0.333505,0.32555,-7.8714,-2.83496,15.1983,4.31198,-15.6732,19.0686,9.54671,14.4876,12.7928,4.65297,12.6084,13.0255
-50109.7,0.778306,0.565728,3,7,0,0.331508,0.338969,0.329523,-7.00436,-2.75119,15.9891,4.63003,-16.3402,19.0531,9.31059,14.9118,13.5793,4.59435,12.7411,13.4199
